Date,Location,Rainfall,RainToday,RainTomorrow
2010-06-08,BadgerysCreek,0.0,No,No
2010-06-09,BadgerysCreek,0.0,No,No
2010-06-10,BadgerysCreek,0.0,No,No
2010-06-11,BadgerysCreek,0.0,No,No
2010-06-12,BadgerysCreek,0.0,No,No
2010-06-13,BadgerysCreek,0.0,No,No
2010-06-14,BadgerysCreek,0.0,No,No
2010-06-15,BadgerysCreek,0.0,No,No
2010-06-16,BadgerysCreek,0.2,No,No
2010-06-17,BadgerysCreek,0.0,No,No
2010-06-18,BadgerysCreek,0.0,No,No
2010-06-19,BadgerysCreek,0.0,No,No
2010-06-20,BadgerysCreek,0.0,No,No
2010-06-21,BadgerysCreek,0.0,No,
2010-06-22,BadgerysCreek,,,No
2010-06-23,BadgerysCreek,0.0,No,Yes
2010-06-24,BadgerysCreek,3.6,Yes,No
2010-06-25,BadgerysCreek,0.0,No,No
2010-06-26,BadgerysCreek,0.4,No,No
2010-06-27,BadgerysCreek,0.0,No,No
2010-06-28,BadgerysCreek,0.2,No,No
2010-06-29,BadgerysCreek,0.0,No,
2010-06-30,BadgerysCreek,,,No
2010-07-01,BadgerysCreek,0.2,No,No
2010-07-02,BadgerysCreek,0.0,No,Yes
2010-07-03,BadgerysCreek,1.6,Yes,No
2010-07-04,BadgerysCreek,0.0,No,No
2010-07-05,BadgerysCreek,0.0,No,Yes
2010-07-06,BadgerysCreek,1.6,Yes,No
2010-07-07,BadgerysCreek,1.0,No,No
2010-07-08,BadgerysCreek,0.0,No,Yes
2010-07-09,BadgerysCreek,1.6,Yes,No
2010-07-10,BadgerysCreek,0.0,No,
2010-07-11,BadgerysCreek,,,No
2010-07-12,BadgerysCreek,0.6,No,No
2010-07-13,BadgerysCreek,0.0,No,No
2010-07-14,BadgerysCreek,0.6,No,No
2010-07-15,BadgerysCreek,0.0,No,No
2010-07-16,BadgerysCreek,0.0,No,No
2010-07-17,BadgerysCreek,0.0,No,No
2010-07-18,BadgerysCreek,0.0,No,No
2010-07-19,BadgerysCreek,0.0,No,No
2010-07-20,BadgerysCreek,0.6,No,No
2010-07-21,BadgerysCreek,0.2,No,No
2010-07-22,BadgerysCreek,0.0,No,No
2010-07-23,BadgerysCreek,0.0,No,No
2010-07-24,BadgerysCreek,0.0,No,Yes
2010-07-25,BadgerysCreek,3.4,Yes,Yes
2010-07-26,BadgerysCreek,24.8,Yes,No
2010-07-27,BadgerysCreek,0.0,No,Yes
2010-07-28,BadgerysCreek,2.0,Yes,Yes
2010-07-29,BadgerysCreek,21.0,Yes,Yes
2010-07-30,BadgerysCreek,7.2,Yes,Yes
2010-07-31,BadgerysCreek,5.2,Yes,No
2010-08-01,BadgerysCreek,0.0,No,No
2010-08-02,BadgerysCreek,0.0,No,Yes
2010-08-03,BadgerysCreek,7.4,Yes,No
2010-08-04,BadgerysCreek,0.0,No,No
2010-08-05,BadgerysCreek,0.0,No,No
2010-08-06,BadgerysCreek,0.0,No,No
2010-08-07,BadgerysCreek,0.0,No,No
2010-08-08,BadgerysCreek,0.0,No,No
2010-08-09,BadgerysCreek,0.0,No,Yes
2010-08-10,BadgerysCreek,6.6,Yes,Yes
2010-08-11,BadgerysCreek,6.2,Yes,No
2010-08-12,BadgerysCreek,0.0,No,No
2010-08-13,BadgerysCreek,0.0,No,
2010-08-14,BadgerysCreek,,,No
2010-08-15,BadgerysCreek,0.0,No,No
2010-08-16,BadgerysCreek,0.0,No,No
2010-08-17,BadgerysCreek,0.0,No,No
2010-08-18,BadgerysCreek,0.0,No,
2010-08-19,BadgerysCreek,,,No
2010-08-20,BadgerysCreek,0.0,No,No
2010-08-21,BadgerysCreek,0.0,No,No
2010-08-22,BadgerysCreek,0.0,No,No
2010-08-23,BadgerysCreek,0.0,No,
2010-08-24,BadgerysCreek,,,No
2010-08-25,BadgerysCreek,0.0,No,No
2010-08-26,BadgerysCreek,0.0,No,No
2010-08-27,BadgerysCreek,0.0,No,No
2010-08-28,BadgerysCreek,0.0,No,No
2010-08-29,BadgerysCreek,0.0,No,No
2010-08-30,BadgerysCreek,0.0,No,No
2010-08-31,BadgerysCreek,0.0,No,No
2010-09-01,BadgerysCreek,0.0,No,No
2010-09-02,BadgerysCreek,0.0,No,Yes
2010-09-03,BadgerysCreek,4.0,Yes,Yes
2010-09-04,BadgerysCreek,16.4,Yes,No
2010-09-05,BadgerysCreek,0.2,No,No
2010-09-06,BadgerysCreek,0.0,No,No
2010-09-07,BadgerysCreek,0.0,No,No
2010-09-08,BadgerysCreek,0.0,No,No
2010-09-09,BadgerysCreek,0.0,No,Yes
2010-09-10,BadgerysCreek,3.0,Yes,No
2010-09-11,BadgerysCreek,0.0,No,No
2010-09-12,BadgerysCreek,0.0,No,No
2010-09-13,BadgerysCreek,0.0,No,No
2010-09-14,BadgerysCreek,0.0,No,Yes
2010-09-15,BadgerysCreek,16.8,Yes,No
2010-09-16,BadgerysCreek,0.0,No,No
2010-09-17,BadgerysCreek,0.0,No,No
2010-09-18,BadgerysCreek,0.0,No,No
2010-09-19,BadgerysCreek,0.0,No,No
2010-09-20,BadgerysCreek,0.0,No,No
2010-09-21,BadgerysCreek,0.2,No,No
2010-09-22,BadgerysCreek,0.0,No,No
2010-09-23,BadgerysCreek,0.2,No,No
2010-09-24,BadgerysCreek,0.0,No,No
2010-09-25,BadgerysCreek,0.0,No,No
2010-09-26,BadgerysCreek,0.0,No,No
2010-09-27,BadgerysCreek,0.0,No,No
2010-09-28,BadgerysCreek,0.2,No,No
2010-09-29,BadgerysCreek,0.0,No,No
2010-09-30,BadgerysCreek,0.8,No,No
2010-10-01,BadgerysCreek,0.0,No,No
2010-10-02,BadgerysCreek,0.0,No,Yes
2010-10-03,BadgerysCreek,18.6,Yes,Yes
2010-10-04,BadgerysCreek,28.6,Yes,Yes
2010-10-05,BadgerysCreek,2.2,Yes,No
2010-10-06,BadgerysCreek,0.2,No,No
2010-10-07,BadgerysCreek,0.0,No,No
2010-10-08,BadgerysCreek,0.0,No,No
2010-10-09,BadgerysCreek,0.0,No,No
2010-10-10,BadgerysCreek,0.6,No,No
2010-10-11,BadgerysCreek,0.6,No,No
2010-10-12,BadgerysCreek,0.4,No,No
2010-10-13,BadgerysCreek,0.0,No,Yes
2010-10-14,BadgerysCreek,10.4,Yes,No
2010-10-15,BadgerysCreek,0.2,No,
2010-10-16,BadgerysCreek,,,No
2010-10-17,BadgerysCreek,0.0,No,No
2010-10-18,BadgerysCreek,0.2,No,No
2010-10-19,BadgerysCreek,0.0,No,No
2010-10-20,BadgerysCreek,0.0,No,No
2010-10-21,BadgerysCreek,0.2,No,No
2010-10-22,BadgerysCreek,0.0,No,Yes
2010-10-23,BadgerysCreek,2.2,Yes,Yes
2010-10-24,BadgerysCreek,4.0,Yes,Yes
2010-10-25,BadgerysCreek,7.0,Yes,No
2010-10-26,BadgerysCreek,0.0,No,No
2010-10-27,BadgerysCreek,0.0,No,Yes
2010-10-28,BadgerysCreek,17.2,Yes,No
2010-10-29,BadgerysCreek,0.4,No,No
2010-10-30,BadgerysCreek,0.2,No,No
2010-10-31,BadgerysCreek,0.0,No,No
2010-11-01,BadgerysCreek,0.0,No,Yes
2010-11-02,BadgerysCreek,33.8,Yes,No
2010-11-03,BadgerysCreek,0.0,No,Yes
2010-11-04,BadgerysCreek,2.0,Yes,Yes
2010-11-05,BadgerysCreek,1.4,Yes,Yes
2010-11-06,BadgerysCreek,2.2,Yes,Yes
2010-11-07,BadgerysCreek,5.8,Yes,No
2010-11-08,BadgerysCreek,0.0,No,Yes
2010-11-09,BadgerysCreek,12.2,Yes,No
2010-11-10,BadgerysCreek,0.2,No,Yes
2010-11-11,BadgerysCreek,11.4,Yes,No
2010-11-12,BadgerysCreek,0.2,No,No
2010-11-13,BadgerysCreek,0.0,No,No
2010-11-14,BadgerysCreek,0.0,No,No
2010-11-15,BadgerysCreek,0.0,No,Yes
2010-11-16,BadgerysCreek,25.4,Yes,No
2010-11-17,BadgerysCreek,0.0,No,No
2010-11-18,BadgerysCreek,0.0,No,Yes
2010-11-19,BadgerysCreek,1.6,Yes,No
2010-11-20,BadgerysCreek,0.0,No,No
2010-11-21,BadgerysCreek,0.0,No,No
2010-11-22,BadgerysCreek,0.0,No,No
2010-11-23,BadgerysCreek,0.0,No,No
2010-11-24,BadgerysCreek,0.0,No,No
2010-11-25,BadgerysCreek,0.0,No,No
2010-11-26,BadgerysCreek,0.0,No,No
2010-11-27,BadgerysCreek,0.0,No,No
2010-11-28,BadgerysCreek,0.2,No,Yes
2010-11-29,BadgerysCreek,11.4,Yes,Yes
2010-11-30,BadgerysCreek,11.4,Yes,Yes
2010-12-01,BadgerysCreek,28.8,Yes,Yes
2010-12-02,BadgerysCreek,14.0,Yes,No
2010-12-03,BadgerysCreek,0.8,No,Yes
2010-12-04,BadgerysCreek,1.2,Yes,No
2010-12-05,BadgerysCreek,0.4,No,No
2010-12-06,BadgerysCreek,0.8,No,Yes
2010-12-07,BadgerysCreek,28.4,Yes,No
2010-12-08,BadgerysCreek,0.0,No,Yes
2010-12-09,BadgerysCreek,2.0,Yes,Yes
2010-12-10,BadgerysCreek,2.6,Yes,No
2010-12-11,BadgerysCreek,0.0,No,No
2010-12-12,BadgerysCreek,0.0,No,No
2010-12-13,BadgerysCreek,0.0,No,No
2010-12-14,BadgerysCreek,0.0,No,No
2010-12-15,BadgerysCreek,0.0,No,No
2010-12-16,BadgerysCreek,0.0,No,Yes
2010-12-17,BadgerysCreek,22.0,Yes,No
2010-12-18,BadgerysCreek,0.0,No,No
2010-12-19,BadgerysCreek,0.4,No,Yes
2010-12-20,BadgerysCreek,2.4,Yes,No
2010-12-21,BadgerysCreek,0.0,No,No
2010-12-22,BadgerysCreek,0.0,No,
2010-12-23,BadgerysCreek,,,No
2010-12-24,BadgerysCreek,0.0,No,No
2010-12-25,BadgerysCreek,0.0,No,Yes
2010-12-26,BadgerysCreek,4.8,Yes,Yes
2010-12-27,BadgerysCreek,21.0,Yes,Yes
2010-12-28,BadgerysCreek,1.4,Yes,No
2010-12-29,BadgerysCreek,0.2,No,No
2010-12-30,BadgerysCreek,0.0,No,No
2010-12-31,BadgerysCreek,0.0,No,No
2011-01-01,BadgerysCreek,0.0,No,No
2011-01-02,BadgerysCreek,0.0,No,No
2011-01-03,BadgerysCreek,0.8,No,Yes
2011-01-04,BadgerysCreek,4.2,Yes,No
2011-01-05,BadgerysCreek,0.0,No,No
2011-01-06,BadgerysCreek,0.0,No,No
2011-01-07,BadgerysCreek,0.0,No,Yes
2011-01-08,BadgerysCreek,9.0,Yes,Yes
2011-01-09,BadgerysCreek,2.2,Yes,Yes
2011-01-10,BadgerysCreek,7.0,Yes,Yes
2011-01-11,BadgerysCreek,2.8,Yes,Yes
2011-01-12,BadgerysCreek,4.6,Yes,No
2011-01-13,BadgerysCreek,1.0,No,No
2011-01-14,BadgerysCreek,0.0,No,Yes
2011-01-15,BadgerysCreek,4.6,Yes,No
2011-01-16,BadgerysCreek,0.0,No,No
2011-01-17,BadgerysCreek,0.0,No,No
2011-01-18,BadgerysCreek,0.0,No,No
2011-01-19,BadgerysCreek,0.0,No,No
2011-01-20,BadgerysCreek,0.8,No,No
2011-01-21,BadgerysCreek,0.0,No,No
2011-01-22,BadgerysCreek,0.0,No,No
2011-01-23,BadgerysCreek,0.0,No,Yes
2011-01-24,BadgerysCreek,1.2,Yes,No
2011-01-25,BadgerysCreek,0.0,No,No
2011-01-26,BadgerysCreek,0.0,No,No
2011-01-27,BadgerysCreek,0.0,No,No
2011-01-28,BadgerysCreek,0.0,No,No
2011-01-29,BadgerysCreek,0.0,No,No
2011-01-30,BadgerysCreek,0.0,No,No
2011-01-31,BadgerysCreek,0.0,No,No
2011-02-01,BadgerysCreek,0.0,No,No
2011-02-02,BadgerysCreek,0.0,No,No
2011-02-03,BadgerysCreek,0.0,No,No
2011-02-04,BadgerysCreek,0.0,No,No
2011-02-05,BadgerysCreek,0.0,No,No
2011-02-06,BadgerysCreek,0.0,No,No
2011-02-07,BadgerysCreek,0.0,No,No
2011-02-08,BadgerysCreek,0.0,No,No
2011-02-09,BadgerysCreek,0.0,No,No
2011-02-10,BadgerysCreek,0.0,No,No
2011-02-11,BadgerysCreek,0.0,No,No
2011-02-12,BadgerysCreek,0.2,No,Yes
2011-02-13,BadgerysCreek,19.8,Yes,No
2011-02-14,BadgerysCreek,0.0,No,No
2011-02-15,BadgerysCreek,0.0,No,No
2011-02-16,BadgerysCreek,1.0,No,Yes
2011-02-17,BadgerysCreek,1.4,Yes,Yes
2011-02-18,BadgerysCreek,4.4,Yes,No
2011-02-19,BadgerysCreek,0.2,No,No
2011-02-20,BadgerysCreek,0.0,No,No
2011-02-21,BadgerysCreek,0.0,No,No
2011-02-22,BadgerysCreek,0.2,No,No
2011-02-23,BadgerysCreek,0.0,No,No
2011-02-24,BadgerysCreek,0.0,No,No
2011-02-25,BadgerysCreek,0.0,No,No
2011-02-26,BadgerysCreek,0.0,No,No
2011-02-27,BadgerysCreek,0.0,No,No
2011-02-28,BadgerysCreek,0.4,No,No
2011-03-01,BadgerysCreek,0.6,No,No
2011-03-02,BadgerysCreek,0.0,No,No
2011-03-03,BadgerysCreek,0.0,No,No
2011-03-04,BadgerysCreek,0.0,No,No
2011-03-05,BadgerysCreek,0.2,No,No
2011-03-06,BadgerysCreek,0.2,No,No
2011-03-07,BadgerysCreek,0.0,No,No
2011-03-08,BadgerysCreek,0.0,No,No
2011-03-09,BadgerysCreek,0.0,No,No
2011-03-10,BadgerysCreek,0.0,No,No
2011-03-11,BadgerysCreek,0.0,No,No
2011-03-12,BadgerysCreek,0.8,No,No
2011-03-13,BadgerysCreek,0.0,No,No
2011-03-14,BadgerysCreek,0.0,No,No
2011-03-15,BadgerysCreek,0.2,No,No
2011-03-16,BadgerysCreek,0.8,No,Yes
2011-03-17,BadgerysCreek,16.6,Yes,No
2011-03-18,BadgerysCreek,0.2,No,Yes
2011-03-19,BadgerysCreek,3.0,Yes,Yes
2011-03-20,BadgerysCreek,25.8,Yes,Yes
2011-03-21,BadgerysCreek,17.2,Yes,Yes
2011-03-22,BadgerysCreek,13.2,Yes,No
2011-03-23,BadgerysCreek,0.2,No,No
2011-03-24,BadgerysCreek,0.2,No,No
2011-03-25,BadgerysCreek,0.0,No,No
2011-03-26,BadgerysCreek,0.0,No,No
2011-03-27,BadgerysCreek,0.0,No,Yes
2011-03-28,BadgerysCreek,1.2,Yes,No
2011-03-29,BadgerysCreek,0.0,No,No
2011-03-30,BadgerysCreek,0.0,No,Yes
2011-03-31,BadgerysCreek,2.6,Yes,Yes
2011-05-01,BadgerysCreek,8.2,Yes,No
2011-05-02,BadgerysCreek,0.0,No,No
2011-05-03,BadgerysCreek,0.2,No,No
2011-05-04,BadgerysCreek,0.0,No,No
2011-05-05,BadgerysCreek,0.2,No,No
2011-05-06,BadgerysCreek,0.0,No,No
2011-05-07,BadgerysCreek,0.0,No,No
2011-05-08,BadgerysCreek,0.0,No,No
2011-05-09,BadgerysCreek,0.0,No,No
2011-05-10,BadgerysCreek,0.0,No,No
2011-05-11,BadgerysCreek,0.0,No,No
2011-05-12,BadgerysCreek,0.0,No,No
2011-05-13,BadgerysCreek,0.0,No,No
2011-05-14,BadgerysCreek,0.2,No,No
2011-05-15,BadgerysCreek,0.0,No,No
2011-05-16,BadgerysCreek,0.0,No,No
2011-05-17,BadgerysCreek,0.0,No,No
2011-05-18,BadgerysCreek,0.0,No,No
2011-05-19,BadgerysCreek,0.0,No,No
2011-05-20,BadgerysCreek,0.0,No,No
2011-05-21,BadgerysCreek,0.0,No,No
2011-05-22,BadgerysCreek,0.0,No,Yes
2011-05-23,BadgerysCreek,3.0,Yes,No
2011-05-24,BadgerysCreek,0.0,No,Yes
2011-05-25,BadgerysCreek,1.2,Yes,No
2011-05-26,BadgerysCreek,0.0,No,No
2011-05-27,BadgerysCreek,0.0,No,No
2011-05-28,BadgerysCreek,0.0,No,No
2011-05-29,BadgerysCreek,0.0,No,Yes
2011-05-30,BadgerysCreek,4.4,Yes,Yes
2011-05-31,BadgerysCreek,34.8,Yes,Yes
2011-06-01,BadgerysCreek,32.8,Yes,Yes
2011-06-02,BadgerysCreek,3.2,Yes,No
2011-06-03,BadgerysCreek,0.0,No,No
2011-06-04,BadgerysCreek,0.0,No,No
2011-06-05,BadgerysCreek,0.0,No,No
2011-06-06,BadgerysCreek,0.0,No,No
2011-06-07,BadgerysCreek,0.0,No,No
2011-06-08,BadgerysCreek,0.0,No,No
2011-06-09,BadgerysCreek,0.4,No,No
2011-06-10,BadgerysCreek,0.0,No,No
2011-06-11,BadgerysCreek,0.0,No,No
2011-06-12,BadgerysCreek,0.8,No,No
2011-06-13,BadgerysCreek,0.0,No,Yes
2011-06-14,BadgerysCreek,8.8,Yes,Yes
2011-06-15,BadgerysCreek,7.8,Yes,Yes
2011-06-16,BadgerysCreek,7.2,Yes,No
2011-06-17,BadgerysCreek,0.0,No,No
2011-06-18,BadgerysCreek,0.0,No,No
2011-06-19,BadgerysCreek,0.0,No,No
2011-06-20,BadgerysCreek,0.0,No,No
2011-06-21,BadgerysCreek,0.0,No,No
2011-06-22,BadgerysCreek,0.0,No,No
2011-06-23,BadgerysCreek,0.0,No,No
2011-06-24,BadgerysCreek,0.0,No,No
2011-06-25,BadgerysCreek,0.0,No,No
2011-06-26,BadgerysCreek,0.2,No,No
2011-06-27,BadgerysCreek,0.2,No,No
2011-06-28,BadgerysCreek,0.0,No,No
2011-06-29,BadgerysCreek,0.0,No,Yes
2011-06-30,BadgerysCreek,2.8,Yes,No
2011-07-01,BadgerysCreek,0.2,No,No
2011-07-02,BadgerysCreek,0.6,No,No
2011-07-03,BadgerysCreek,0.0,No,No
2011-07-04,BadgerysCreek,0.0,No,No
2011-07-05,BadgerysCreek,0.0,No,No
2011-07-06,BadgerysCreek,0.0,No,No
2011-07-07,BadgerysCreek,0.0,No,No
2011-07-08,BadgerysCreek,0.0,No,No
2011-07-09,BadgerysCreek,0.0,No,No
2011-07-10,BadgerysCreek,0.0,No,No
2011-07-11,BadgerysCreek,0.0,No,No
2011-07-12,BadgerysCreek,0.0,No,No
2011-07-13,BadgerysCreek,0.0,No,No
2011-07-14,BadgerysCreek,0.0,No,No
2011-07-15,BadgerysCreek,0.0,No,No
2011-07-16,BadgerysCreek,0.8,No,No
2011-07-17,BadgerysCreek,0.2,No,No
2011-07-18,BadgerysCreek,0.0,No,No
2011-07-19,BadgerysCreek,0.4,No,Yes
2011-07-20,BadgerysCreek,7.4,Yes,No
2011-07-21,BadgerysCreek,1.0,No,Yes
2011-07-22,BadgerysCreek,28.4,Yes,Yes
2011-07-23,BadgerysCreek,7.4,Yes,No
2011-07-24,BadgerysCreek,0.0,No,No
2011-07-25,BadgerysCreek,0.2,No,No
2011-07-26,BadgerysCreek,0.0,No,No
2011-07-27,BadgerysCreek,0.0,No,No
2011-07-28,BadgerysCreek,0.2,No,No
2011-07-29,BadgerysCreek,0.0,No,No
2011-07-30,BadgerysCreek,0.2,No,No
2011-07-31,BadgerysCreek,0.0,No,No
2011-08-01,BadgerysCreek,0.0,No,No
2011-08-02,BadgerysCreek,0.0,No,No
2011-08-03,BadgerysCreek,0.0,No,No
2011-08-04,BadgerysCreek,0.0,No,
2011-08-05,BadgerysCreek,,,No
2011-08-06,BadgerysCreek,0.0,No,No
2011-08-07,BadgerysCreek,1.0,No,Yes
2011-08-08,BadgerysCreek,5.0,Yes,No
2011-08-09,BadgerysCreek,0.0,No,No
2011-08-10,BadgerysCreek,0.0,No,No
2011-08-11,BadgerysCreek,0.0,No,Yes
2011-08-12,BadgerysCreek,2.4,Yes,No
2011-08-13,BadgerysCreek,0.2,No,No
2011-08-14,BadgerysCreek,0.0,No,No
2011-08-15,BadgerysCreek,0.2,No,No
2011-08-16,BadgerysCreek,0.0,No,No
2011-08-17,BadgerysCreek,0.0,No,Yes
2011-08-18,BadgerysCreek,12.8,Yes,No
2011-08-19,BadgerysCreek,0.6,No,Yes
2011-08-20,BadgerysCreek,20.4,Yes,No
2011-08-21,BadgerysCreek,1.0,No,No
2011-08-22,BadgerysCreek,0.2,No,No
2011-08-23,BadgerysCreek,0.0,No,No
2011-08-24,BadgerysCreek,0.2,No,No
2011-08-25,BadgerysCreek,0.0,No,No
2011-08-26,BadgerysCreek,0.2,No,No
2011-08-27,BadgerysCreek,0.2,No,No
2011-08-28,BadgerysCreek,0.0,No,No
2011-08-29,BadgerysCreek,0.2,No,No
2011-08-30,BadgerysCreek,0.0,No,No
2011-08-31,BadgerysCreek,0.0,No,No
2011-09-01,BadgerysCreek,0.0,No,No
2011-09-02,BadgerysCreek,0.0,No,No
2011-09-03,BadgerysCreek,0.0,No,No
2011-09-04,BadgerysCreek,0.0,No,No
2011-09-05,BadgerysCreek,0.0,No,No
2011-09-06,BadgerysCreek,0.6,No,Yes
2011-09-07,BadgerysCreek,1.8,Yes,No
2011-09-08,BadgerysCreek,0.0,No,Yes
2011-09-09,BadgerysCreek,7.2,Yes,Yes
2011-09-10,BadgerysCreek,2.0,Yes,No
2011-09-11,BadgerysCreek,0.2,No,No
2011-09-12,BadgerysCreek,0.0,No,No
2011-09-13,BadgerysCreek,0.0,No,No
2011-09-14,BadgerysCreek,0.0,No,No
2011-09-15,BadgerysCreek,0.0,No,No
2011-09-16,BadgerysCreek,0.0,No,No
2011-09-17,BadgerysCreek,0.0,No,No
2011-09-18,BadgerysCreek,0.2,No,No
2011-09-19,BadgerysCreek,0.0,No,No
2011-09-20,BadgerysCreek,0.0,No,No
2011-09-21,BadgerysCreek,0.0,No,No
2011-09-22,BadgerysCreek,0.0,No,No
2011-09-23,BadgerysCreek,0.0,No,No
2011-09-24,BadgerysCreek,0.2,No,Yes
2011-09-25,BadgerysCreek,22.2,Yes,Yes
2011-09-26,BadgerysCreek,22.6,Yes,No
2011-09-27,BadgerysCreek,0.2,No,No
2011-09-28,BadgerysCreek,0.2,No,Yes
2011-09-29,BadgerysCreek,10.8,Yes,No
2011-09-30,BadgerysCreek,0.2,No,No
2011-10-01,BadgerysCreek,0.0,No,Yes
2011-10-02,BadgerysCreek,4.6,Yes,Yes
2011-10-03,BadgerysCreek,10.8,Yes,No
2011-10-04,BadgerysCreek,0.2,No,No
2011-10-05,BadgerysCreek,0.0,No,No
2011-10-06,BadgerysCreek,0.0,No,Yes
2011-10-07,BadgerysCreek,1.6,Yes,Yes
2011-10-08,BadgerysCreek,5.4,Yes,Yes
2011-10-09,BadgerysCreek,3.8,Yes,No
2011-10-10,BadgerysCreek,0.0,No,No
2011-10-11,BadgerysCreek,0.0,No,No
2011-10-12,BadgerysCreek,0.0,No,No
2011-10-13,BadgerysCreek,0.0,No,No
2011-10-14,BadgerysCreek,0.0,No,No
2011-10-15,BadgerysCreek,0.0,No,No
2011-10-16,BadgerysCreek,0.0,No,No
2011-10-17,BadgerysCreek,0.0,No,No
2011-10-18,BadgerysCreek,0.0,No,No
2011-10-19,BadgerysCreek,0.0,No,No
2011-10-20,BadgerysCreek,0.0,No,No
2011-10-21,BadgerysCreek,0.0,No,No
2011-10-22,BadgerysCreek,0.0,No,No
2011-10-23,BadgerysCreek,0.0,No,No
2011-10-24,BadgerysCreek,0.0,No,No
2011-10-25,BadgerysCreek,0.8,No,Yes
2011-10-26,BadgerysCreek,12.0,Yes,Yes
2011-10-27,BadgerysCreek,1.4,Yes,No
2011-10-28,BadgerysCreek,0.0,No,No
2011-10-29,BadgerysCreek,0.0,No,Yes
2011-10-30,BadgerysCreek,1.8,Yes,No
2011-10-31,BadgerysCreek,0.2,No,No
2011-11-01,BadgerysCreek,0.0,No,
2011-11-02,BadgerysCreek,,,Yes
2011-11-03,BadgerysCreek,4.4,Yes,Yes
2011-11-04,BadgerysCreek,5.6,Yes,No
2011-11-05,BadgerysCreek,0.2,No,No
2011-11-06,BadgerysCreek,0.0,No,No
2011-11-07,BadgerysCreek,0.0,No,
2011-11-08,BadgerysCreek,,,Yes
2011-11-09,BadgerysCreek,9.0,Yes,No
2011-11-10,BadgerysCreek,0.0,No,No
2011-11-11,BadgerysCreek,0.0,No,No
2011-11-12,BadgerysCreek,0.0,No,No
2011-11-13,BadgerysCreek,0.0,No,No
2011-11-14,BadgerysCreek,0.0,No,No
2011-11-15,BadgerysCreek,0.0,No,No
2011-11-16,BadgerysCreek,0.0,No,Yes
2011-11-17,BadgerysCreek,11.0,Yes,Yes
2011-11-18,BadgerysCreek,5.2,Yes,No
2011-11-19,BadgerysCreek,0.0,No,No
2011-11-20,BadgerysCreek,0.0,No,No
2011-11-21,BadgerysCreek,0.8,No,Yes
2011-11-22,BadgerysCreek,4.2,Yes,Yes
2011-11-23,BadgerysCreek,31.0,Yes,Yes
2011-11-24,BadgerysCreek,14.0,Yes,Yes
2011-11-25,BadgerysCreek,7.8,Yes,Yes
2011-11-26,BadgerysCreek,43.2,Yes,Yes
2011-11-27,BadgerysCreek,3.2,Yes,No
2011-11-28,BadgerysCreek,0.0,No,No
2011-11-29,BadgerysCreek,0.0,No,No
2011-11-30,BadgerysCreek,0.0,No,Yes
2011-12-01,BadgerysCreek,2.0,Yes,No
2011-12-02,BadgerysCreek,0.2,No,No
2011-12-03,BadgerysCreek,0.0,No,No
2011-12-04,BadgerysCreek,0.0,No,Yes
2011-12-05,BadgerysCreek,6.4,Yes,No
2011-12-06,BadgerysCreek,0.2,No,No
2011-12-07,BadgerysCreek,0.0,No,Yes
2011-12-08,BadgerysCreek,15.8,Yes,Yes
2011-12-09,BadgerysCreek,11.2,Yes,No
2011-12-10,BadgerysCreek,0.0,No,No
2011-12-11,BadgerysCreek,0.0,No,Yes
2011-12-12,BadgerysCreek,15.2,Yes,Yes
2011-12-13,BadgerysCreek,3.4,Yes,Yes
2011-12-14,BadgerysCreek,3.0,Yes,No
2011-12-15,BadgerysCreek,0.0,No,No
2011-12-16,BadgerysCreek,0.0,No,No
2011-12-17,BadgerysCreek,0.0,No,No
2011-12-18,BadgerysCreek,0.0,No,Yes
2011-12-19,BadgerysCreek,1.8,Yes,Yes
2011-12-20,BadgerysCreek,32.8,Yes,No
2011-12-21,BadgerysCreek,0.0,No,No
2011-12-22,BadgerysCreek,0.6,No,Yes
2011-12-23,BadgerysCreek,5.8,Yes,No
2011-12-24,BadgerysCreek,0.2,No,No
2011-12-25,BadgerysCreek,0.2,No,No
2011-12-26,BadgerysCreek,0.0,No,No
2011-12-27,BadgerysCreek,0.8,No,No
2011-12-28,BadgerysCreek,0.0,No,No
2011-12-29,BadgerysCreek,0.0,No,No
2011-12-30,BadgerysCreek,0.0,No,No
2011-12-31,BadgerysCreek,0.0,No,No
2012-01-01,BadgerysCreek,0.2,No,No
2012-01-02,BadgerysCreek,0.0,No,No
2012-01-03,BadgerysCreek,0.0,No,No
2012-01-04,BadgerysCreek,0.0,No,No
2012-01-05,BadgerysCreek,0.0,No,Yes
2012-01-06,BadgerysCreek,1.8,Yes,No
2012-01-07,BadgerysCreek,0.0,No,No
2012-01-08,BadgerysCreek,0.0,No,Yes
2012-01-09,BadgerysCreek,6.4,Yes,No
2012-01-10,BadgerysCreek,0.2,No,No
2012-01-11,BadgerysCreek,0.0,No,No
2012-01-12,BadgerysCreek,0.0,No,No
2012-01-13,BadgerysCreek,0.0,No,No
2012-01-14,BadgerysCreek,0.8,No,Yes
2012-01-15,BadgerysCreek,13.0,Yes,Yes
2012-01-16,BadgerysCreek,10.6,Yes,Yes
2012-01-17,BadgerysCreek,2.2,Yes,No
2012-01-18,BadgerysCreek,0.2,No,No
2012-01-19,BadgerysCreek,0.0,No,No
2012-01-20,BadgerysCreek,0.0,No,No
2012-01-21,BadgerysCreek,0.0,No,Yes
